id_fait,annee,code_departement,id_indicateur,nombre_faits,taux_pour_mille,population,nombre_logements
7759,2024,77,1,3946,6.152,1452399,641376
7760,2024,78,1,4249,6.425,1470778,661312
7761,2024,79,1,1077,5.455,375415,197430
7762,2024,80,1,1192,3.881,565540,307149
7763,2024,81,1,1185,5.435,396168,218036
7764,2024,82,1,943,6.939,264924,135891
7765,2024,83,1,4110,5.527,1108364,743682
7766,2024,84,1,2530,8.046,568702,314424
7767,2024,85,1,1935,4.386,706343,441153
7768,2024,86,1,1619,6.602,438688,245247
7769,2024,87,1,1063,4.771,372438,222826
7770,2024,88,1,787,3.653,358700,215468
7771,2024,89,1,1139,5.735,333896,198598
7772,2024,90,1,192,2.608,140082,73620
7773,2024,91,1,4021,6.842,1324546,587710
7774,2024,92,1,4854,5.888,1647435,824372
7775,2024,93,1,5494,7.790,1681725,705282
7776,2024,94,1,4297,6.489,1419531,662168
7777,2024,95,1,3407,6.429,1270845,529926
7778,2016,01,16,1284,2.011,638425,308491
7779,2016,02,16,1099,2.050,536136,264180
7780,2016,03,16,529,1.559,339384,206980
7781,2016,04,16,345,2.122,162565,126760
7782,2016,05,16,230,1.630,141107,134647
7783,2016,06,16,3544,3.270,1083704,761857
7784,2016,07,16,630,1.938,325157,201264
7785,2016,08,16,415,1.507,275371,142010
7786,2016,09,16,222,1.450,153067,108589
7787,2016,10,16,567,1.835,308910,163064
7788,2016,11,16,753,2.046,368025,258453
7789,2016,12,16,208,0.746,278697,179901
7790,2016,13,16,11946,5.915,2019717,1009576
7791,2016,14,16,776,1.119,693679,412038
7792,2016,15,16,81,0.555,145969,101070
7793,2016,16,16,556,1.574,353288,196145
7794,2016,17,16,1383,2.154,642191,427696
7795,2016,18,16,568,1.850,307110,177873
7796,2016,19,16,227,0.940,241535,153380
7797,2016,21,16,820,1.538,533213,285326
7798,2016,22,16,618,1.032,598953,363788
7799,2016,23,16,68,0.569,119502,88330
7800,2016,24,16,495,1.193,414789,256942
7801,2016,25,16,796,1.478,538549,277578
7802,2016,26,16,1763,3.470,508006,269062
7803,2016,27,16,1308,2.170,602825,292969
7804,2016,28,16,691,1.592,433929,213849
7805,2016,29,16,952,1.048,908249,537671
7806,2016,2A,16,392,2.540,154303,116432
7807,2016,2B,16,371,2.106,176152,129422
7808,2016,30,16,2143,2.888,742006,419029
7809,2016,31,16,2797,2.075,1348183,703754
7810,2016,32,16,165,0.865,190664,109392
7811,2016,33,16,3496,2.231,1566679,843050
7812,2016,34,16,3167,2.797,1132481,707572
7813,2016,35,16,1166,1.109,1051779,538258
7814,2016,36,16,296,1.324,223505,138229
7815,2016,37,16,1149,1.895,606223,318933
7816,2016,38,16,3275,2.614,1252912,639743
7817,2016,39,16,289,1.109,260517,148337
7818,2016,40,16,501,1.237,405010,252298
7819,2016,41,16,903,2.714,332769,182821
7820,2016,42,16,1619,2.125,761997,394202
7821,2016,43,16,195,0.858,227339,142111
7822,2016,44,16,4096,2.966,1380852,729714
7823,2016,45,16,1529,2.267,674330,341549
7824,2016,46,16,222,1.281,173347,117328
7825,2016,47,16,432,1.298,332833,184194
7826,2016,48,16,37,0.484,76422,60395
7827,2016,49,16,1242,1.532,810934,391283
7828,2016,50,16,418,0.839,498362,295248
7829,2016,51,16,1515,2.654,570883,292095
7830,2016,52,16,261,1.466,178084,100722
7831,2016,53,16,232,0.754,307688,155625
7832,2016,54,16,1148,1.564,733821,373165
7833,2016,55,16,268,1.418,189055,99550
7834,2016,56,16,903,1.208,747548,459455
7835,2016,57,16,1330,1.272,1045271,510597
7836,2016,58,16,428,2.046,209161,141593
7837,2016,59,16,8572,3.292,2603723,1205062
7838,2016,60,16,3614,4.388,823542,369320
7839,2016,61,16,338,1.185,285308,164640
7840,2016,62,16,2551,1.735,1470725,708207
7841,2016,63,16,1814,2.788,650700,382695
7842,2016,64,16,1122,1.665,673986,400053
7843,2016,65,16,297,1.304,227829,160809
7844,2016,66,16,1338,2.821,474369,346847
7845,2016,67,16,892,0.795,1121407,546387
7846,2016,68,16,749,0.982,762743,373686
7847,2016,69,16,6051,3.296,1835903,904462
7848,2016,70,16,303,1.277,237242,126631
7849,2016,71,16,805,1.450,555023,309191
7850,2016,72,16,979,1.725,567561,289447
7851,2016,73,16,829,1.929,429681,341648
7852,2016,74,16,1486,1.854,801416,500698
7853,2016,75,16,8932,4.078,2190327,1374377
7854,2016,76,16,2498,1.989,1255755,634421
7855,2016,77,16,4918,3.519,1397665,604627
7856,2016,78,16,4277,2.987,1431808,629383
7857,2016,79,16,467,1.246,374743,192620
7858,2016,80,16,1274,2.224,572744,297094
7859,2016,81,16,580,1.501,386448,209380
7860,2016,82,16,545,2.121,256897,130059
7861,2016,83,16,3175,3.007,1055821,707520
7862,2016,84,16,1607,2.875,559014,298637
7863,2016,85,16,864,1.288,670597,417192
7864,2016,86,16,557,1.277,436069,237993
7865,2016,87,16,431,1.149,374978,219170
7866,2016,88,16,452,1.223,369641,212925
7867,2016,89,16,857,2.517,340544,195822
7868,2016,90,16,187,1.298,144089,71929
7869,2016,91,16,5301,4.118,1287330,550895
7870,2016,92,16,5068,3.161,1603268,789809
7871,2016,93,16,6879,4.282,1606660,662466
7872,2016,94,16,5125,3.719,1378151,626297
7873,2016,95,16,5446,4.457,1221923,497749
7874,2017,01,16,1027,1.596,643350,313061
7875,2017,02,16,1007,1.884,534490,265548
7876,2017,03,16,414,1.225,337988,207725
7877,2017,04,16,261,1.592,163915,127940
7878,2017,05,16,181,1.281,141284,135493
7879,2017,06,16,3278,3.026,1083310,766748
7880,2017,07,16,594,1.824,325712,203015
7881,2017,08,16,324,1.184,273579,142452
7882,2017,09,16,182,1.188,153153,109392
7883,2017,10,16,445,1.435,310020,164453
7884,2017,11,16,731,1.974,370260,261180
7885,2017,12,16,172,0.616,279206,181053
7886,2017,13,16,10746,5.309,2024162,1021226
7887,2017,14,16,826,1.190,694002,416115
7888,2017,15,16,73,0.503,145143,101363
7889,2017,16,16,464,1.317,352335,197059
7890,2017,17,16,1327,2.060,644303,431948
7891,2017,18,16,512,1.683,304256,178580
7892,2017,19,16,210,0.870,241464,154124
7893,2017,21,16,667,1.249,533819,287831
7894,2017,22,16,628,1.049,598814,366683
7895,2017,23,16,79,0.666,118638,88506
7896,2017,24,16,446,1.078,413606,258732
7897,2017,25,16,730,1.354,539067,279578
7898,2017,26,16,1670,3.265,511553,272494
7899,2017,27,16,1119,1.859,601843,295109
7900,2017,28,16,638,1.473,433233,215350
7901,2017,29,16,1057,1.163,909028,542677
7902,2017,2A,16,438,2.785,157249,118848
7903,2017,2B,16,325,1.829,177689,130820
7904,2017,30,16,2269,3.049,744178,423840
7905,2017,31,16,2871,2.107,1362672,715532
7906,2017,32,16,170,0.890,191091,110358
7907,2017,33,16,3535,2.233,1583384,856616
7908,2017,34,16,3124,2.729,1144892,718743
7909,2017,35,16,1320,1.245,1060199,546440
7910,2017,36,16,285,1.282,222232,138634
7911,2017,37,16,1131,1.865,606511,321881
7912,2017,38,16,3295,2.618,1258722,646707
7913,2017,39,16,373,1.434,260188,149350
7914,2017,40,16,450,1.104,407444,255992
7915,2017,41,16,735,2.214,331915,183643
7916,2017,42,16,1654,2.168,762941,396655
7917,2017,43,16,166,0.730,227283,142989
7918,2017,44,16,4188,3.002,1394909,740924
7919,2017,45,16,1250,1.843,678105,344708
7920,2017,46,16,186,1.070,173828,118075
7921,2017,47,16,450,1.352,332842,185343
7922,2017,48,16,52,0.679,76601,60898
7923,2017,49,16,1250,1.537,813493,394578
7924,2017,50,16,404,0.813,496883,297133
7925,2017,51,16,1375,2.417,568895,294041
7926,2017,52,16,237,1.349,175640,100650
7927,2017,53,16,231,0.751,307445,156662
7928,2017,54,16,992,1.352,733481,375755
7929,2017,55,16,254,1.357,187187,99736
7930,2017,56,16,840,1.119,750863,464186
7931,2017,57,16,1142,1.094,1043522,514328
7932,2017,58,16,361,1.742,207182,141642
7933,2017,59,16,7944,3.050,2604361,1214497
7934,2017,60,16,3347,4.059,824503,372778
7935,2017,61,16,384,1.355,283372,164926
7936,2017,62,16,2361,1.608,1468018,713245
7937,2017,63,16,1438,2.200,653742,386425
7938,2017,64,16,1087,1.605,677309,404979
7939,2017,65,16,290,1.269,228530,161703
7940,2017,66,16,1337,2.818,474452,349914
7941,2017,67,16,908,0.807,1125559,554075
7942,2017,68,16,793,1.038,764030,376960
7943,2017,69,16,5768,3.129,1843319,914980
7944,2017,70,16,306,1.293,236659,127615
7945,2017,71,16,873,1.577,553595,310391
7946,2017,72,16,763,1.347,566506,291039
7947,2017,73,16,709,1.644,431174,345226
7948,2017,74,16,1506,1.865,807360,508229
7949,2017,75,16,7992,3.653,2187526,1382779
7950,2017,76,16,2475,1.973,1254378,640334
7951,2017,77,16,4417,3.146,1403997,612076
7952,2017,78,16,3980,2.767,1438266,637200
7953,2017,79,16,540,1.442,374351,193971
7954,2017,80,16,1261,2.203,572443,299211
7955,2017,81,16,530,1.366,387890,211038
7956,2017,82,16,424,1.641,258349,131300
7957,2017,83,16,2674,2.526,1058740,714503
7958,2017,84,16,1376,2.459,559479,301947
7959,2017,85,16,864,1.280,675247,421680
7960,2017,86,16,468,1.071,436876,240200
7961,2017,87,16,443,1.183,374426,219980
7962,2017,88,16,482,1.311,367673,213629
7963,2017,89,16,811,2.397,338291,196697
7964,2017,90,16,121,0.848,142622,72211
7965,2017,91,16,4472,3.450,1296130,558684
7966,2017,92,16,4763,2.960,1609306,796181
7967,2017,93,16,6555,4.039,1623111,671680
7968,2017,94,16,5073,3.655,1387926,633207
7969,2017,95,16,5949,4.842,1228618,504100
7970,2018,01,16,1252,1.933,647634,317983
7971,2018,02,16,1045,1.959,533316,266641
7972,2018,03,16,366,1.086,337171,208375
7973,2018,04,16,255,1.554,164068,129062
7974,2018,05,16,125,0.888,140698,136581
7975,2018,06,16,2813,2.590,1086219,772317
7976,2018,07,16,550,1.684,326606,204906
7977,2018,08,16,337,1.240,271845,143015
7978,2018,09,16,178,1.163,153066,110222
7979,2018,10,16,471,1.519,310020,165502
7980,2018,11,16,642,1.722,372806,263889
7981,2018,12,16,194,0.695,279274,182028
7982,2018,13,16,10282,5.054,2034357,1034043
7983,2018,14,16,814,1.173,694056,419714
7984,2018,15,16,92,0.636,144765,101693
7985,2018,16,16,454,1.291,351778,198242
7986,2018,17,16,1419,2.193,646932,436869
7987,2018,18,16,406,1.338,303408,179125
7988,2018,19,16,181,0.752,240583,154657
7989,2018,21,16,591,1.108,533220,290523
7990,2018,22,16,573,0.956,599584,369601
7991,2018,23,16,92,0.783,117503,88728
7992,2018,24,16,364,0.880,413418,260245
7993,2018,25,16,704,1.300,541454,282056
7994,2018,26,16,1354,2.630,514732,275727
7995,2018,27,16,1132,1.887,599962,297286
7996,2018,28,16,569,1.317,431997,216684
7997,2018,29,16,953,1.045,911735,545808
7998,2018,2A,16,396,2.509,157853,120567
7999,2018,2B,16,268,1.483,180701,132077
8000,2018,30,16,1993,2.674,745458,428087
8001,2018,31,16,2586,1.873,1380672,728249
8002,2018,32,16,163,0.852,191283,111171
8003,2018,33,16,3469,2.166,1601845,872327
8004,2018,34,16,2885,2.489,1159220,729653
8005,2018,35,16,1186,1.109,1069228,554254
8006,2018,36,16,309,1.401,220595,138879
8007,2018,37,16,968,1.593,607760,325172
8008,2018,38,16,3189,2.524,1263563,653289
8009,2018,39,16,349,1.344,259746,150169
8010,2018,40,16,473,1.153,410355,259512
8011,2018,41,16,599,1.814,330248,184614
8012,2018,42,16,1464,1.918,763441,399134
8013,2018,43,16,229,1.006,227552,143699
8014,2018,44,16,3781,2.677,1412502,752968
8015,2018,45,16,1083,1.595,678845,347107
8016,2018,46,16,231,1.328,173929,118998
8017,2018,47,16,524,1.578,331970,186511
8018,2018,48,16,37,0.484,76520,61340
8019,2018,49,16,1006,1.233,815883,397887
8020,2018,50,16,358,0.722,495983,298631
8021,2018,51,16,1230,2.168,567462,295611
8022,2018,52,16,241,1.385,174069,100617
8023,2018,53,16,210,0.684,307084,157552
8024,2018,54,16,851,1.160,733469,378055
8025,2018,55,16,254,1.370,185355,99893
8026,2018,56,16,693,0.918,754867,468872
8027,2018,57,16,1060,1.016,1043524,518772
8028,2018,58,16,292,1.419,205828,141623
8029,2018,59,16,7621,2.924,2606234,1224589
8030,2018,60,16,3029,3.662,827153,376185
8031,2018,61,16,290,1.030,281593,165463
8032,2018,62,16,2219,1.513,1466743,717901
8033,2018,63,16,1278,1.939,659048,389711
8034,2018,64,16,950,1.397,679810,409790
8035,2018,65,16,221,0.964,229191,162729
8036,2018,66,16,1380,2.897,476357,352742
8037,2018,67,16,835,0.737,1133552,561562
8038,2018,68,16,671,0.877,764981,380238
8039,2018,69,16,5230,2.813,1859524,926576
8040,2018,70,16,265,1.123,236018,128333
8041,2018,71,16,897,1.624,552185,311499
8042,2018,72,16,742,1.311,565963,292628
8043,2018,73,16,506,1.167,433724,349226
8044,2018,74,16,1154,1.413,816699,517217
8045,2018,75,16,8566,3.937,2175601,1386846
8046,2018,76,16,2303,1.834,1255883,645786
8047,2018,77,16,4105,2.906,1412516,619784
8048,2018,78,16,3103,2.153,1441398,643946
8049,2018,79,16,455,1.214,374799,195051
8050,2018,80,16,1186,2.078,570662,301740
8051,2018,81,16,477,1.227,388596,212905
8052,2018,82,16,331,1.277,259124,132603
8053,2018,83,16,2355,2.206,1067697,722128
8054,2018,84,16,1235,2.206,559793,305436
8055,2018,85,16,686,1.009,679991,426426
8056,2018,86,16,473,1.081,437586,241951
8057,2018,87,16,289,0.774,373199,220762
8058,2018,88,16,421,1.150,366112,214363
8059,2018,89,16,726,2.151,337504,197683
8060,2018,90,16,97,0.684,141852,72929
8061,2018,91,16,3580,2.761,1296641,564587
8062,2018,92,16,4637,2.864,1619120,801737
8063,2018,93,16,6118,3.747,1632677,679663
8064,2018,94,16,4641,3.322,1396913,640016
8065,2018,95,16,5435,4.388,1238581,510302
8066,2019,01,16,1227,1.881,652432,321432
8067,2019,02,16,1030,1.938,531345,266922
8068,2019,03,16,385,1.146,335975,208863
8069,2019,04,16,238,1.448,164308,129690
8070,2019,05,16,156,1.105,141220,137644
8071,2019,06,16,2863,2.616,1094283,778291
8072,2019,07,16,603,1.837,328278,206435
8073,2019,08,16,347,1.282,270582,142983
8074,2019,09,16,173,1.129,153287,110526
8075,2019,10,16,439,1.415,310242,166101
8076,2019,11,16,728,1.946,374070,265167
8077,2019,12,16,202,0.722,279595,182769
8078,2019,13,16,10092,4.940,2043110,1044973
8079,2019,14,16,753,1.084,694905,422082
8080,2019,15,16,71,0.491,144692,101953
8081,2019,16,16,410,1.165,352015,198920
8082,2019,17,16,1258,1.931,651358,440935
8083,2019,18,16,368,1.217,302306,179430
8084,2019,19,16,147,0.612,240073,155041
8085,2019,21,16,628,1.176,534124,292479
8086,2019,22,16,519,0.864,600582,371643
8087,2019,23,16,65,0.557,116617,88646
8088,2019,24,16,404,0.978,413223,261104
8089,2019,25,16,563,1.035,543974,283778
8090,2019,26,16,1370,2.651,516762,277777
8091,2019,27,16,955,1.593,599507,298148
8092,2019,28,16,465,1.077,431575,217440
8093,2019,29,16,860,0.940,915090,549039
8094,2019,2A,16,366,2.309,158507,122005
8095,2019,2B,16,331,1.819,181933,133540
8096,2019,30,16,2051,2.740,748437,431684
8097,2019,31,16,2967,2.119,1400039,740546
8098,2019,32,16,155,0.810,191377,111536
8099,2019,33,16,3858,2.376,1623749,886986
8100,2019,34,16,3153,2.682,1175623,739737
8101,2019,35,16,1225,1.135,1079498,561343
8102,2019,36,16,222,1.012,219316,138826
8103,2019,37,16,903,1.480,610079,328095
8104,2019,38,16,2926,2.302,1271166,659031
8105,2019,39,16,295,1.138,259199,150475
8106,2019,40,16,407,0.984,413690,262370
8107,2019,41,16,463,1.405,329470,185077
8108,2019,42,16,1622,2.119,765634,401112
8109,2019,43,16,196,0.861,227570,143916
8110,2019,44,16,4294,3.004,1429272,764010
8111,2019,45,16,794,1.167,680434,348977
8112,2019,46,16,163,0.936,174094,119499
8113,2019,47,16,433,1.307,331271,187058
8114,2019,48,16,33,0.431,76604,61547
8115,2019,49,16,1134,1.386,818273,400508
8116,2019,50,16,361,0.729,495045,299656
8117,2019,51,16,1186,2.092,566855,297288
8118,2019,52,16,215,1.246,172512,100382
8119,2019,53,16,183,0.596,307062,158083
8120,2019,54,16,788,1.074,733760,379680
8121,2019,55,16,277,1.505,184083,99834
8122,2019,56,16,767,1.010,759684,472749
8123,2019,57,16,1102,1.053,1046543,523268
8124,2019,58,16,287,1.404,204452,141411
8125,2019,59,16,7124,2.731,2608346,1232504
8126,2019,60,16,2350,2.833,829419,378048
8127,2019,61,16,246,0.879,279942,165100
8128,2019,62,16,2094,1.429,1465278,720800
8129,2019,63,16,1049,1.584,662152,392038
8130,2019,64,16,1105,1.619,682621,413357
8131,2019,65,16,234,1.019,229567,163634
8132,2019,66,16,1415,2.948,479979,355661
8133,2019,67,16,778,0.682,1140057,567991
8134,2019,68,16,653,0.851,767086,382805
8135,2019,69,16,5387,2.872,1875747,937544
8136,2019,70,16,251,1.067,235313,128450
8137,2019,71,16,685,1.242,551493,311966
8138,2019,72,16,860,1.518,566412,293561
8139,2019,73,16,517,1.185,436434,352254
8140,2019,74,16,1203,1.456,826094,525404
8141,2019,75,16,9178,4.238,2165423,1389375
8142,2019,76,16,2063,1.643,1255633,649681
8143,2019,77,16,3662,2.577,1421197,626435
8144,2019,78,16,2876,1.986,1448207,649383
8145,2019,79,16,449,1.198,374878,195568
8146,2019,80,16,927,1.625,570559,303449
8147,2019,81,16,413,1.059,389844,214423
8148,2019,82,16,283,1.086,260669,133522
8149,2019,83,16,2524,2.344,1076711,729223
8150,2019,84,16,1442,2.568,561469,308505
8151,2019,85,16,711,1.037,685442,430815
8152,2019,86,16,476,1.086,438435,242907
8153,2019,87,16,340,0.913,372359,221194
8154,2019,88,16,392,1.075,364499,214287
8155,2019,89,16,616,1.835,335707,197718
8156,2019,90,16,122,0.863,141318,73180
8157,2019,91,16,3445,2.647,1301659,570417
8158,2019,92,16,4411,2.716,1624357,807711
8159,2019,93,16,6231,3.788,1644903,687238
8160,2019,94,16,4456,3.167,1407124,647289
8161,2019,95,16,5015,4.013,1249674,517063
8162,2020,01,16,802,1.219,657856,325431
8163,2020,02,16,859,1.623,529374,267555
8164,2020,03,16,294,0.876,335628,209251
8165,2020,04,16,210,1.269,165451,130500
8166,2020,05,16,112,0.797,140605,138751
8167,2020,06,16,2357,2.148,1097410,783398
8168,2020,07,16,508,1.543,329325,207922
8169,2020,08,16,286,1.060,269701,143402
8170,2020,09,16,164,1.065,153954,110875
8171,2020,10,16,405,1.300,311435,166928
8172,2020,11,16,609,1.623,375217,266877
8173,2020,12,16,172,0.615,279554,183702
8174,2020,13,16,9273,4.528,2048070,1055315
8175,2020,14,16,612,0.877,697547,426069
8176,2020,15,16,51,0.353,144379,102234
8177,2020,16,16,383,1.089,351718,199746
8178,2020,17,16,1115,1.700,655709,445578
8179,2020,18,16,314,1.043,300933,179389
8180,2020,19,16,142,0.594,239190,155575
8181,2020,21,16,601,1.123,535078,294776
8182,2020,22,16,420,0.696,603640,373909
8183,2020,23,16,57,0.491,115995,88769
8184,2020,24,16,330,0.799,412807,262321
8185,2020,25,16,433,0.794,545209,285770
8186,2020,26,16,1228,2.372,517709,279948
8187,2020,27,16,958,1.598,599668,299419
8188,2020,28,16,380,0.881,431443,218433
8189,2020,29,16,722,0.787,917179,552465
8190,2020,2A,16,287,1.785,160814,123650
8191,2020,2B,16,243,1.329,182887,135125
8192,2020,30,16,1600,2.129,751457,435785
8193,2020,31,16,2373,1.676,1415757,754396
8194,2020,32,16,135,0.704,191819,112134
8195,2020,33,16,3671,2.243,1636391,900198
8196,2020,34,16,2762,2.323,1188973,750002
8197,2020,35,16,1066,0.979,1088855,568308
8198,2020,36,16,258,1.180,218707,138959
8199,2020,37,16,802,1.310,612119,330454
8200,2020,38,16,2454,1.921,1277513,665362
8201,2020,39,16,238,0.920,258798,151009
8202,2020,40,16,376,0.899,418122,265930
8203,2020,41,16,368,1.117,329357,185591
8204,2020,42,16,1246,1.621,768508,403254
8205,2020,43,16,142,0.624,227489,144442
8206,2020,44,16,3720,2.574,1445171,776207
8207,2020,45,16,709,1.039,682304,351028
8208,2020,46,16,121,0.693,174670,120123
8209,2020,47,16,320,0.967,330844,188120
8210,2020,48,16,50,0.652,76633,61734
8211,2020,49,16,1039,1.266,820713,403157
8212,2020,50,16,247,0.499,495093,301071
8213,2020,51,16,968,1.708,566659,299421
8214,2020,52,16,206,1.199,171798,100520
8215,2020,53,16,219,0.714,306538,158874
8216,2020,54,16,661,0.902,732590,381849
8217,2020,55,16,216,1.180,183001,100007
8218,2020,56,16,630,0.824,764161,476941
8219,2020,57,16,991,0.945,1049155,527832
8220,2020,58,16,425,2.097,202670,141219
8221,2020,59,16,6486,2.487,2607746,1241241
8222,2020,60,16,2184,2.632,829699,380003
8223,2020,61,16,254,0.912,278475,164988
8224,2020,62,16,1828,1.250,1462167,724156
8225,2020,63,16,900,1.360,661852,394760
8226,2020,64,16,837,1.218,687240,417293
8227,2020,65,16,154,0.670,229788,164545
8228,2020,66,16,1007,2.086,482765,359151
8229,2020,67,16,817,0.712,1148073,575001
8230,2020,68,16,481,0.626,767842,386082
8231,2020,69,16,4922,2.613,1883437,949531
8232,2020,70,16,169,0.720,234601,128855
8233,2020,71,16,654,1.187,551063,312880
8234,2020,72,16,674,1.189,566993,294778
8235,2020,73,16,434,0.987,439750,355575
8236,2020,74,16,848,1.015,835206,533337
8237,2020,75,16,7166,3.339,2145906,1393800
8238,2020,76,16,1939,1.545,1254739,653680
8239,2020,77,16,3108,2.176,1428636,634163
8240,2020,78,16,2813,1.940,1449723,654741
8241,2020,79,16,393,1.049,374481,196421
8242,2020,80,16,893,1.570,568748,305380
8243,2020,81,16,346,0.885,391066,215987
8244,2020,82,16,239,0.911,262316,134694
8245,2020,83,16,2194,2.022,1085189,735547
8246,2020,84,16,1022,1.819,561941,311098
8247,2020,85,16,619,0.894,692705,435953
8248,2020,86,16,426,0.970,439332,243821
8249,2020,87,16,322,0.865,372123,221779
8250,2020,88,16,358,0.988,362397,214812
8251,2020,89,16,599,1.793,334156,197870
8252,2020,90,16,92,0.657,140120,73384
8253,2020,91,16,3042,2.329,1306118,577712
8254,2020,92,16,4099,2.521,1626213,815765
8255,2020,93,16,5502,3.324,1655422,696152
8256,2020,94,16,4326,3.073,1407972,654340
8257,2020,95,16,4242,3.389,1251804,523106
8258,2021,01,16,883,1.331,663202,329783
8259,2021,02,16,829,1.572,527468,268381
8260,2021,03,16,274,0.818,334872,209666
8261,2021,04,16,200,1.204,166077,131551
8262,2021,05,16,82,0.582,140976,139877
8263,2021,06,16,2307,2.090,1103941,788916
8264,2021,07,16,422,1.273,331415,209963
8265,2021,08,16,324,1.205,268859,143973
8266,2021,09,16,177,1.145,154596,111352
8267,2021,10,16,387,1.243,311329,167657
8268,2021,11,16,605,1.609,376028,268987
8269,2021,12,16,132,0.472,279649,184954
8270,2021,13,16,9676,4.704,2056943,1066675
8271,2021,14,16,615,0.878,700633,429997
8272,2021,15,16,33,0.229,144226,102634
8273,2021,16,16,421,1.200,350867,200757
8274,2021,17,16,1125,1.701,661404,451118
8275,2021,18,16,293,0.978,299573,179274
8276,2021,19,16,117,0.488,239784,156356
8277,2021,21,16,600,1.120,535503,297329
8278,2021,22,16,390,0.644,605917,376517
8279,2021,23,16,40,0.346,115702,89016
8280,2021,24,16,365,0.882,413730,264136
8281,2021,25,16,504,0.921,547096,288184
8282,2021,26,16,1174,2.260,519458,282419
8283,2021,27,16,999,1.668,598934,300922
8284,2021,28,16,442,1.025,431277,219670
8285,2021,29,16,778,0.844,921638,556255
8286,2021,2A,16,290,1.780,162942,124954
8287,2021,2B,16,232,1.256,184655,136722
8288,2021,30,16,1366,1.806,756543,441086
8289,2021,31,16,2297,1.601,1434367,769604
8290,2021,32,16,127,0.660,192437,112806
8291,2021,33,16,3303,1.996,1654970,913452
8292,2021,34,16,2506,2.085,1201883,760879
8293,2021,35,16,1131,1.030,1098325,575321
8294,2021,36,16,254,1.169,217228,139055
8295,2021,37,16,742,1.212,612160,333159
8296,2021,38,16,2643,2.057,1284948,673024
8297,2021,39,16,221,0.855,258555,151865
8298,2021,40,16,366,0.865,422976,270194
8299,2021,41,16,519,1.580,328504,186408
8300,2021,42,16,1103,1.434,769029,405452
8301,2021,43,16,143,0.629,227284,145236
8302,2021,44,16,4087,2.804,1457806,787187
8303,2021,45,16,710,1.037,684561,353544
8304,2021,46,16,109,0.623,174942,120797
8305,2021,47,16,346,1.045,331229,189189
8306,2021,48,16,49,0.640,76519,62006
8307,2021,49,16,1078,1.307,824743,406488
8308,2021,50,16,245,0.494,495508,302441
8309,2021,51,16,915,1.619,565292,300919
8310,2021,52,16,184,1.076,171042,100716
8311,2021,53,16,230,0.752,305933,159714
8312,2021,54,16,697,0.952,732486,384639
8313,2021,55,16,272,1.495,181919,100190
8314,2021,56,16,662,0.861,768687,481682
8315,2021,57,16,950,0.905,1049942,531542
8316,2021,58,16,232,1.146,202417,141381
8317,2021,59,16,6070,2.325,2611293,1251657
8318,2021,60,16,2307,2.783,828838,382118
8319,2021,61,16,308,1.112,276973,165115
8320,2021,62,16,1589,1.087,1461441,727951
8321,2021,63,16,756,1.142,662285,397923
8322,2021,64,16,761,1.098,693027,421756
8323,2021,65,16,149,0.645,230956,165621
8324,2021,66,16,908,1.863,487307,362350
8325,2021,67,16,803,0.697,1152662,581630
8326,2021,68,16,472,0.615,767083,389445
8327,2021,69,16,5611,2.963,1893692,964037
8328,2021,70,16,179,0.764,234296,129449
8329,2021,71,16,632,1.151,549288,314053
8330,2021,72,16,658,1.162,566058,296419
8331,2021,73,16,421,0.951,442468,358886
8332,2021,74,16,922,1.096,841482,540705
8333,2021,75,16,6575,3.082,2133111,1396753
8334,2021,76,16,1812,1.443,1255918,657851
8335,2021,77,16,3137,2.181,1438100,641376
8336,2021,78,16,2960,2.032,1456365,661312
8337,2021,79,16,386,1.030,374587,197430
8338,2021,80,16,955,1.687,566252,307149
8339,2021,81,16,321,0.816,393572,218036
8340,2021,82,16,268,1.018,263377,135891
8341,2021,83,16,2192,2.001,1095337,743682
8342,2021,84,16,1146,2.030,564566,314424
8343,2021,85,16,714,1.021,699459,441153
8344,2021,86,16,472,1.074,439385,245247
8345,2021,87,16,305,0.821,371691,222826
8346,2021,88,16,347,0.962,360673,215468
8347,2021,89,16,662,1.986,333385,198598
8348,2021,90,16,88,0.630,139654,73620
8349,2021,91,16,3222,2.452,1313768,587710
8350,2021,92,16,4102,2.508,1635291,824372
8351,2021,93,16,5740,3.440,1668670,705282
8352,2021,94,16,4571,3.230,1415367,662168
8353,2021,95,16,4277,3.404,1256607,529926
8354,2022,01,16,1051,1.566,671289,329783
8355,2022,02,16,1006,1.914,525558,268381
8356,2022,03,16,274,0.819,334715,209666
8357,2022,04,16,234,1.400,167179,131551
8358,2022,05,16,124,0.875,141677,139877
8359,2022,06,16,2803,2.515,1114579,788916
8360,2022,07,16,465,1.395,333229,209963
8361,2022,08,16,385,1.441,267204,143973
8362,2022,09,16,125,0.805,155339,111352
8363,2022,10,16,391,1.257,311076,167657
8364,2022,11,16,693,1.834,377773,268987
8365,2022,12,16,157,0.561,279736,184954
8366,2022,13,16,10583,5.113,2069811,1066675
8367,2022,14,16,652,0.925,704605,429997
8368,2022,15,16,61,0.422,144399,102634
8369,2022,16,16,475,1.351,351603,200757
8370,2022,17,16,1373,2.055,668160,451118
8371,2022,18,16,371,1.239,299496,179274
8372,2022,19,16,151,0.629,240120,156356
8373,2022,21,16,634,1.179,537577,297329
