id_fait,annee,code_departement,id_indicateur,nombre_faits,taux_pour_mille,population,nombre_logements
3839,2019,93,12,2032,1.235,1644903,687238
3840,2019,94,12,1372,0.975,1407124,647289
3841,2019,95,12,1435,1.148,1249674,517063
3842,2020,01,12,671,1.020,657856,325431
3843,2020,02,12,790,1.492,529374,267555
3844,2020,03,12,397,1.183,335628,209251
3845,2020,04,12,165,0.997,165451,130500
3846,2020,05,12,148,1.053,140605,138751
3847,2020,06,12,1055,0.961,1097410,783398
3848,2020,07,12,333,1.011,329325,207922
3849,2020,08,12,319,1.183,269701,143402
3850,2020,09,12,258,1.676,153954,110875
3851,2020,10,12,568,1.824,311435,166928
3852,2020,11,12,384,1.023,375217,266877
3853,2020,12,12,306,1.095,279554,183702
3854,2020,13,12,1985,0.969,2048070,1055315
3855,2020,14,12,966,1.385,697547,426069
3856,2020,15,12,138,0.956,144379,102234
3857,2020,16,12,537,1.527,351718,199746
3858,2020,17,12,874,1.333,655709,445578
3859,2020,18,12,313,1.040,300933,179389
3860,2020,19,12,285,1.192,239190,155575
3861,2020,21,12,590,1.103,535078,294776
3862,2020,22,12,553,0.916,603640,373909
3863,2020,23,12,158,1.362,115995,88769
3864,2020,24,12,446,1.080,412807,262321
3865,2020,25,12,587,1.077,545209,285770
3866,2020,26,12,473,0.914,517709,279948
3867,2020,27,12,783,1.306,599668,299419
3868,2020,28,12,552,1.279,431443,218433
3869,2020,29,12,1050,1.145,917179,552465
3870,2020,2A,12,126,0.784,160814,123650
3871,2020,2B,12,178,0.973,182887,135125
3872,2020,30,12,785,1.045,751457,435785
3873,2020,31,12,1397,0.987,1415757,754396
3874,2020,32,12,193,1.006,191819,112134
3875,2020,33,12,1998,1.221,1636391,900198
3876,2020,34,12,1257,1.057,1188973,750002
3877,2020,35,12,1247,1.145,1088855,568308
3878,2020,36,12,235,1.074,218707,138959
3879,2020,37,12,695,1.135,612119,330454
3880,2020,38,12,1388,1.086,1277513,665362
3881,2020,39,12,306,1.182,258798,151009
3882,2020,40,12,512,1.225,418122,265930
3883,2020,41,12,381,1.157,329357,185591
3884,2020,42,12,669,0.871,768508,403254
3885,2020,43,12,224,0.985,227489,144442
3886,2020,44,12,1693,1.171,1445171,776207
3887,2020,45,12,840,1.231,682304,351028
3888,2020,46,12,204,1.168,174670,120123
3889,2020,47,12,391,1.182,330844,188120
3890,2020,48,12,100,1.305,76633,61734
3891,2020,49,12,1003,1.222,820713,403157
3892,2020,50,12,588,1.188,495093,301071
3893,2020,51,12,606,1.069,566659,299421
3894,2020,52,12,251,1.461,171798,100520
3895,2020,53,12,404,1.318,306538,158874
3896,2020,54,12,859,1.173,732590,381849
3897,2020,55,12,242,1.322,183001,100007
3898,2020,56,12,995,1.302,764161,476941
3899,2020,57,12,931,0.887,1049155,527832
3900,2020,58,12,262,1.293,202670,141219
3901,2020,59,12,3527,1.353,2607746,1241241
3902,2020,60,12,957,1.153,829699,380003
3903,2020,61,12,405,1.454,278475,164988
3904,2020,62,12,1963,1.343,1462167,724156
3905,2020,63,12,592,0.894,661852,394760
3906,2020,64,12,572,0.832,687240,417293
3907,2020,65,12,196,0.853,229788,164545
3908,2020,66,12,571,1.183,482765,359151
3909,2020,67,12,1123,0.978,1148073,575001
3910,2020,68,12,921,1.199,767842,386082
3911,2020,69,12,2046,1.086,1883437,949531
3912,2020,70,12,269,1.147,234601,128855
3913,2020,71,12,544,0.987,551063,312880
3914,2020,72,12,776,1.369,566993,294778
3915,2020,73,12,492,1.119,439750,355575
3916,2020,74,12,849,1.017,835206,533337
3917,2020,75,12,3427,1.597,2145906,1393800
3918,2020,76,12,1469,1.171,1254739,653680
3919,2020,77,12,1444,1.011,1428636,634163
3920,2020,78,12,1363,0.940,1449723,654741
3921,2020,79,12,489,1.306,374481,196421
3922,2020,80,12,770,1.354,568748,305380
3923,2020,81,12,451,1.153,391066,215987
3924,2020,82,12,327,1.247,262316,134694
3925,2020,83,12,1045,0.963,1085189,735547
3926,2020,84,12,529,0.941,561941,311098
3927,2020,85,12,786,1.135,692705,435953
3928,2020,86,12,592,1.348,439332,243821
3929,2020,87,12,338,0.908,372123,221779
3930,2020,88,12,429,1.184,362397,214812
3931,2020,89,12,503,1.505,334156,197870
3932,2020,90,12,158,1.128,140120,73384
3933,2020,91,12,1216,0.931,1306118,577712
3934,2020,92,12,1502,0.924,1626213,815765
3935,2020,93,12,1885,1.139,1655422,696152
3936,2020,94,12,1332,0.946,1407972,654340
3937,2020,95,12,1386,1.107,1251804,523106
3938,2021,01,12,833,1.256,663202,329783
3939,2021,02,12,893,1.693,527468,268381
3940,2021,03,12,436,1.302,334872,209666
3941,2021,04,12,248,1.493,166077,131551
3942,2021,05,12,246,1.745,140976,139877
3943,2021,06,12,1283,1.162,1103941,788916
3944,2021,07,12,425,1.282,331415,209963
3945,2021,08,12,418,1.555,268859,143973
3946,2021,09,12,233,1.507,154596,111352
3947,2021,10,12,469,1.506,311329,167657
3948,2021,11,12,588,1.564,376028,268987
3949,2021,12,12,295,1.055,279649,184954
3950,2021,13,12,2523,1.227,2056943,1066675
3951,2021,14,12,1216,1.736,700633,429997
3952,2021,15,12,178,1.234,144226,102634
3953,2021,16,12,553,1.576,350867,200757
3954,2021,17,12,1095,1.656,661404,451118
3955,2021,18,12,378,1.262,299573,179274
3956,2021,19,12,315,1.314,239784,156356
3957,2021,21,12,757,1.414,535503,297329
3958,2021,22,12,721,1.190,605917,376517
3959,2021,23,12,190,1.642,115702,89016
3960,2021,24,12,577,1.395,413730,264136
3961,2021,25,12,741,1.354,547096,288184
3962,2021,26,12,679,1.307,519458,282419
3963,2021,27,12,994,1.660,598934,300922
3964,2021,28,12,680,1.577,431277,219670
3965,2021,29,12,1297,1.407,921638,556255
3966,2021,2A,12,142,0.871,162942,124954
3967,2021,2B,12,212,1.148,184655,136722
3968,2021,30,12,976,1.290,756543,441086
3969,2021,31,12,1857,1.295,1434367,769604
3970,2021,32,12,226,1.174,192437,112806
3971,2021,33,12,2516,1.520,1654970,913452
3972,2021,34,12,1694,1.409,1201883,760879
3973,2021,35,12,1424,1.297,1098325,575321
3974,2021,36,12,358,1.648,217228,139055
3975,2021,37,12,988,1.614,612160,333159
3976,2021,38,12,1610,1.253,1284948,673024
3977,2021,39,12,338,1.307,258555,151865
3978,2021,40,12,630,1.489,422976,270194
3979,2021,41,12,497,1.513,328504,186408
3980,2021,42,12,870,1.131,769029,405452
3981,2021,43,12,283,1.245,227284,145236
3982,2021,44,12,2215,1.519,1457806,787187
3983,2021,45,12,1138,1.662,684561,353544
3984,2021,46,12,209,1.195,174942,120797
3985,2021,47,12,506,1.528,331229,189189
3986,2021,48,12,113,1.477,76519,62006
3987,2021,49,12,1294,1.569,824743,406488
3988,2021,50,12,738,1.489,495508,302441
3989,2021,51,12,847,1.498,565292,300919
3990,2021,52,12,317,1.853,171042,100716
3991,2021,53,12,421,1.376,305933,159714
3992,2021,54,12,1114,1.521,732486,384639
3993,2021,55,12,285,1.567,181919,100190
3994,2021,56,12,1147,1.492,768687,481682
3995,2021,57,12,1085,1.033,1049942,531542
3996,2021,58,12,305,1.507,202417,141381
3997,2021,59,12,4450,1.704,2611293,1251657
3998,2021,60,12,1286,1.552,828838,382118
3999,2021,61,12,528,1.906,276973,165115
4000,2021,62,12,2514,1.720,1461441,727951
4001,2021,63,12,734,1.108,662285,397923
4002,2021,64,12,805,1.162,693027,421756
4003,2021,65,12,346,1.498,230956,165621
4004,2021,66,12,761,1.562,487307,362350
4005,2021,67,12,1453,1.261,1152662,581630
4006,2021,68,12,1066,1.390,767083,389445
4007,2021,69,12,2366,1.249,1893692,964037
4008,2021,70,12,269,1.148,234296,129449
4009,2021,71,12,590,1.074,549288,314053
4010,2021,72,12,1068,1.887,566058,296419
4011,2021,73,12,605,1.367,442468,358886
4012,2021,74,12,1010,1.200,841482,540705
4013,2021,75,12,4401,2.063,2133111,1396753
4014,2021,76,12,1768,1.408,1255918,657851
4015,2021,77,12,1765,1.227,1438100,641376
4016,2021,78,12,1800,1.236,1456365,661312
4017,2021,79,12,618,1.650,374587,197430
4018,2021,80,12,958,1.692,566252,307149
4019,2021,81,12,540,1.372,393572,218036
4020,2021,82,12,357,1.355,263377,135891
4021,2021,83,12,1373,1.253,1095337,743682
4022,2021,84,12,631,1.118,564566,314424
4023,2021,85,12,893,1.277,699459,441153
4024,2021,86,12,632,1.438,439385,245247
4025,2021,87,12,490,1.318,371691,222826
4026,2021,88,12,570,1.580,360673,215468
4027,2021,89,12,608,1.824,333385,198598
4028,2021,90,12,193,1.382,139654,73620
4029,2021,91,12,1525,1.161,1313768,587710
4030,2021,92,12,1807,1.105,1635291,824372
4031,2021,93,12,2525,1.513,1668670,705282
4032,2021,94,12,1873,1.323,1415367,662168
4033,2021,95,12,1532,1.219,1256607,529926
4034,2022,01,12,911,1.357,671289,329783
4035,2022,02,12,963,1.832,525558,268381
4036,2022,03,12,480,1.434,334715,209666
4037,2022,04,12,264,1.579,167179,131551
4038,2022,05,12,248,1.750,141677,139877
4039,2022,06,12,1474,1.322,1114579,788916
4040,2022,07,12,457,1.371,333229,209963
4041,2022,08,12,436,1.632,267204,143973
4042,2022,09,12,279,1.796,155339,111352
4043,2022,10,12,527,1.694,311076,167657
4044,2022,11,12,609,1.612,377773,268987
4045,2022,12,12,345,1.233,279736,184954
4046,2022,13,12,2768,1.337,2069811,1066675
4047,2022,14,12,1285,1.824,704605,429997
4048,2022,15,12,198,1.371,144399,102634
4049,2022,16,12,584,1.661,351603,200757
4050,2022,17,12,1058,1.583,668160,451118
4051,2022,18,12,391,1.306,299496,179274
4052,2022,19,12,383,1.595,240120,156356
4053,2022,21,12,854,1.589,537577,297329
4054,2022,22,12,961,1.576,609598,376517
4055,2022,23,12,173,1.497,115529,89016
4056,2022,24,12,632,1.518,416325,264136
4057,2022,25,12,737,1.343,548662,288184
4058,2022,26,12,806,1.546,521432,282419
4059,2022,27,12,1023,1.701,601305,300922
4060,2022,28,12,737,1.702,432950,219670
4061,2022,29,12,1250,1.347,927912,556255
4062,2022,2A,12,159,0.958,166045,124954
4063,2022,2B,12,213,1.150,185231,136722
4064,2022,30,12,1117,1.462,764010,441086
4065,2022,31,12,2023,1.389,1456261,769604
4066,2022,32,12,283,1.469,192649,112806
4067,2022,33,12,2898,1.730,1674980,913452
4068,2022,34,12,1833,1.506,1217331,760879
4069,2022,35,12,1661,1.497,1109232,575321
4070,2022,36,12,351,1.619,216809,139055
4071,2022,37,12,1141,1.851,616326,333159
4072,2022,38,12,1825,1.413,1291380,673024
4073,2022,39,12,500,1.935,258405,151865
4074,2022,40,12,722,1.685,428427,270194
4075,2022,41,12,580,1.763,328953,186408
4076,2022,42,12,926,1.199,772041,405452
4077,2022,43,12,274,1.201,228161,145236
4078,2022,44,12,2292,1.556,1473156,787187
4079,2022,45,12,1218,1.773,687063,353544
4080,2022,46,12,317,1.805,175620,120797
4081,2022,47,12,482,1.451,332226,189189
4082,2022,48,12,128,1.673,76503,62006
4083,2022,49,12,1338,1.616,828151,406488
4084,2022,50,12,799,1.608,496815,302441
4085,2022,51,12,955,1.693,564107,300919
4086,2022,52,12,300,1.766,169865,100716
4087,2022,53,12,522,1.709,305437,159714
4088,2022,54,12,1269,1.731,732898,384639
4089,2022,55,12,326,1.804,180745,100190
4090,2022,56,12,1237,1.594,776103,481682
4091,2022,57,12,1239,1.179,1050721,531542
4092,2022,58,12,303,1.498,202299,141381
4093,2022,59,12,4657,1.780,2616909,1251657
4094,2022,60,12,1299,1.564,830725,382118
4095,2022,61,12,502,1.818,276144,165115
4096,2022,62,12,2719,1.862,1460184,727951
4097,2022,63,12,832,1.252,664385,397923
4098,2022,64,12,862,1.232,699473,421756
4099,2022,65,12,362,1.564,231453,165621
4100,2022,66,12,899,1.824,492964,362350
4101,2022,67,12,1658,1.433,1156963,581630
4102,2022,68,12,1445,1.882,767800,389445
4103,2022,69,12,2704,1.417,1907982,964037
4104,2022,70,12,348,1.488,233920,129449
4105,2022,71,12,611,1.113,549136,314053
4106,2022,72,12,1011,1.786,566129,296419
4107,2022,73,12,601,1.350,445288,358886
4108,2022,74,12,1119,1.317,849583,540705
4109,2022,75,12,5142,2.433,2113705,1396753
4110,2022,76,12,2114,1.678,1260205,657851
4111,2022,77,12,1940,1.336,1452399,641376
4112,2022,78,12,1991,1.354,1470778,661312
4113,2022,79,12,615,1.638,375415,197430
4114,2022,80,12,969,1.713,565540,307149
4115,2022,81,12,619,1.562,396168,218036
4116,2022,82,12,345,1.302,264924,135891
4117,2022,83,12,1471,1.327,1108364,743682
4118,2022,84,12,711,1.250,568702,314424
4119,2022,85,12,1090,1.543,706343,441153
4120,2022,86,12,788,1.796,438688,245247
4121,2022,87,12,506,1.359,372438,222826
4122,2022,88,12,568,1.583,358700,215468
4123,2022,89,12,641,1.920,333896,198598
4124,2022,90,12,180,1.285,140082,73620
4125,2022,91,12,1839,1.388,1324546,587710
4126,2022,92,12,1998,1.213,1647435,824372
4127,2022,93,12,2937,1.746,1681725,705282
4128,2022,94,12,1984,1.398,1419531,662168
4129,2022,95,12,1791,1.409,1270845,529926
4130,2023,01,12,871,1.298,671289,329783
4131,2023,02,12,982,1.868,525558,268381
4132,2023,03,12,572,1.709,334715,209666
4133,2023,04,12,293,1.753,167179,131551
4134,2023,05,12,293,2.068,141677,139877
4135,2023,06,12,1553,1.393,1114579,788916
4136,2023,07,12,476,1.428,333229,209963
4137,2023,08,12,490,1.834,267204,143973
4138,2023,09,12,285,1.835,155339,111352
4139,2023,10,12,453,1.456,311076,167657
4140,2023,11,12,650,1.721,377773,268987
4141,2023,12,12,402,1.437,279736,184954
4142,2023,13,12,3155,1.524,2069811,1066675
4143,2023,14,12,1375,1.951,704605,429997
4144,2023,15,12,231,1.600,144399,102634
4145,2023,16,12,741,2.107,351603,200757
4146,2023,17,12,1193,1.786,668160,451118
4147,2023,18,12,450,1.503,299496,179274
4148,2023,19,12,382,1.591,240120,156356
4149,2023,21,12,919,1.710,537577,297329
4150,2023,22,12,886,1.453,609598,376517
4151,2023,23,12,198,1.714,115529,89016
4152,2023,24,12,749,1.799,416325,264136
4153,2023,25,12,767,1.398,548662,288184
4154,2023,26,12,847,1.624,521432,282419
4155,2023,27,12,1135,1.888,601305,300922
4156,2023,28,12,838,1.936,432950,219670
4157,2023,29,12,1452,1.565,927912,556255
4158,2023,2A,12,176,1.060,166045,124954
4159,2023,2B,12,196,1.058,185231,136722
4160,2023,30,12,1072,1.403,764010,441086
4161,2023,31,12,2306,1.584,1456261,769604
4162,2023,32,12,295,1.531,192649,112806
4163,2023,33,12,3243,1.936,1674980,913452
4164,2023,34,12,1896,1.558,1217331,760879
4165,2023,35,12,1841,1.660,1109232,575321
4166,2023,36,12,345,1.591,216809,139055
4167,2023,37,12,1203,1.952,616326,333159
4168,2023,38,12,2000,1.549,1291380,673024
4169,2023,39,12,517,2.001,258405,151865
4170,2023,40,12,807,1.884,428427,270194
4171,2023,41,12,653,1.985,328953,186408
4172,2023,42,12,1044,1.352,772041,405452
4173,2023,43,12,401,1.758,228161,145236
4174,2023,44,12,2401,1.630,1473156,787187
4175,2023,45,12,1158,1.685,687063,353544
4176,2023,46,12,320,1.822,175620,120797
4177,2023,47,12,560,1.686,332226,189189
4178,2023,48,12,167,2.183,76503,62006
4179,2023,49,12,1484,1.792,828151,406488
4180,2023,50,12,847,1.705,496815,302441
4181,2023,51,12,916,1.624,564107,300919
4182,2023,52,12,348,2.049,169865,100716
4183,2023,53,12,560,1.833,305437,159714
4184,2023,54,12,1271,1.734,732898,384639
4185,2023,55,12,312,1.726,180745,100190
4186,2023,56,12,1227,1.581,776103,481682
4187,2023,57,12,1437,1.368,1050721,531542
4188,2023,58,12,381,1.883,202299,141381
4189,2023,59,12,5142,1.965,2616909,1251657
4190,2023,60,12,1536,1.849,830725,382118
4191,2023,61,12,583,2.111,276144,165115
4192,2023,62,12,3072,2.104,1460184,727951
4193,2023,63,12,823,1.239,664385,397923
4194,2023,64,12,908,1.298,699473,421756
4195,2023,65,12,412,1.780,231453,165621
4196,2023,66,12,913,1.852,492964,362350
4197,2023,67,12,1690,1.461,1156963,581630
4198,2023,68,12,1339,1.744,767800,389445
4199,2023,69,12,3099,1.624,1907982,964037
4200,2023,70,12,409,1.748,233920,129449
4201,2023,71,12,807,1.470,549136,314053
4202,2023,72,12,1231,2.174,566129,296419
4203,2023,73,12,691,1.552,445288,358886
4204,2023,74,12,1096,1.290,849583,540705
4205,2023,75,12,5236,2.477,2113705,1396753
4206,2023,76,12,2330,1.849,1260205,657851
4207,2023,77,12,2090,1.439,1452399,641376
4208,2023,78,12,2012,1.368,1470778,661312
4209,2023,79,12,788,2.099,375415,197430
4210,2023,80,12,1174,2.076,565540,307149
4211,2023,81,12,652,1.646,396168,218036
4212,2023,82,12,381,1.438,264924,135891
4213,2023,83,12,1530,1.380,1108364,743682
4214,2023,84,12,749,1.317,568702,314424
4215,2023,85,12,1179,1.669,706343,441153
4216,2023,86,12,827,1.885,438688,245247
4217,2023,87,12,530,1.423,372438,222826
4218,2023,88,12,590,1.645,358700,215468
4219,2023,89,12,680,2.037,333896,198598
4220,2023,90,12,194,1.385,140082,73620
4221,2023,91,12,1884,1.422,1324546,587710
4222,2023,92,12,2209,1.341,1647435,824372
4223,2023,93,12,2808,1.670,1681725,705282
4224,2023,94,12,2085,1.469,1419531,662168
4225,2023,95,12,1785,1.405,1270845,529926
4226,2024,01,12,1067,1.589,671289,329783
4227,2024,02,12,1068,2.032,525558,268381
4228,2024,03,12,590,1.763,334715,209666
4229,2024,04,12,312,1.866,167179,131551
4230,2024,05,12,324,2.287,141677,139877
4231,2024,06,12,1584,1.421,1114579,788916
4232,2024,07,12,544,1.633,333229,209963
4233,2024,08,12,498,1.864,267204,143973
4234,2024,09,12,299,1.925,155339,111352
4235,2024,10,12,608,1.955,311076,167657
4236,2024,11,12,666,1.763,377773,268987
4237,2024,12,12,381,1.362,279736,184954
4238,2024,13,12,3065,1.481,2069811,1066675
4239,2024,14,12,1337,1.898,704605,429997
4240,2024,15,12,259,1.794,144399,102634
4241,2024,16,12,771,2.193,351603,200757
4242,2024,17,12,1409,2.109,668160,451118
4243,2024,18,12,466,1.556,299496,179274
4244,2024,19,12,417,1.737,240120,156356
4245,2024,21,12,895,1.665,537577,297329
4246,2024,22,12,1060,1.739,609598,376517
4247,2024,23,12,227,1.965,115529,89016
4248,2024,24,12,702,1.686,416325,264136
4249,2024,25,12,1029,1.875,548662,288184
4250,2024,26,12,928,1.780,521432,282419
4251,2024,27,12,1193,1.984,601305,300922
4252,2024,28,12,764,1.765,432950,219670
4253,2024,29,12,1553,1.674,927912,556255
4254,2024,2A,12,153,0.921,166045,124954
4255,2024,2B,12,231,1.247,185231,136722
4256,2024,30,12,1304,1.707,764010,441086
4257,2024,31,12,2418,1.660,1456261,769604
4258,2024,32,12,315,1.635,192649,112806
4259,2024,33,12,3271,1.953,1674980,913452
4260,2024,34,12,1851,1.521,1217331,760879
4261,2024,35,12,2077,1.872,1109232,575321
4262,2024,36,12,383,1.767,216809,139055
4263,2024,37,12,1319,2.140,616326,333159
4264,2024,38,12,2240,1.735,1291380,673024
4265,2024,39,12,481,1.861,258405,151865
4266,2024,40,12,881,2.056,428427,270194
4267,2024,41,12,629,1.912,328953,186408
4268,2024,42,12,1189,1.540,772041,405452
4269,2024,43,12,371,1.626,228161,145236
4270,2024,44,12,2497,1.695,1473156,787187
4271,2024,45,12,1452,2.113,687063,353544
4272,2024,46,12,315,1.794,175620,120797
4273,2024,47,12,567,1.707,332226,189189
4274,2024,48,12,148,1.935,76503,62006
4275,2024,49,12,1642,1.983,828151,406488
4276,2024,50,12,850,1.711,496815,302441
4277,2024,51,12,1024,1.815,564107,300919
4278,2024,52,12,287,1.690,169865,100716
4279,2024,53,12,665,2.177,305437,159714
4280,2024,54,12,1236,1.686,732898,384639
4281,2024,55,12,337,1.865,180745,100190
4282,2024,56,12,1428,1.840,776103,481682
4283,2024,57,12,1431,1.362,1050721,531542
4284,2024,58,12,383,1.893,202299,141381
4285,2024,59,12,5509,2.105,2616909,1251657
4286,2024,60,12,1531,1.843,830725,382118
4287,2024,61,12,603,2.184,276144,165115
4288,2024,62,12,3349,2.294,1460184,727951
4289,2024,63,12,1005,1.513,664385,397923
4290,2024,64,12,1055,1.508,699473,421756
4291,2024,65,12,373,1.612,231453,165621
4292,2024,66,12,946,1.919,492964,362350
4293,2024,67,12,1810,1.564,1156963,581630
4294,2024,68,12,1401,1.825,767800,389445
4295,2024,69,12,3078,1.613,1907982,964037
4296,2024,70,12,437,1.868,233920,129449
4297,2024,71,12,794,1.446,549136,314053
4298,2024,72,12,1392,2.459,566129,296419
4299,2024,73,12,733,1.646,445288,358886
4300,2024,74,12,1246,1.467,849583,540705
4301,2024,75,12,5910,2.796,2113705,1396753
4302,2024,76,12,2515,1.996,1260205,657851
4303,2024,77,12,2426,1.670,1452399,641376
4304,2024,78,12,2081,1.415,1470778,661312
4305,2024,79,12,733,1.953,375415,197430
4306,2024,80,12,1401,2.477,565540,307149
4307,2024,81,12,688,1.737,396168,218036
4308,2024,82,12,426,1.608,264924,135891
4309,2024,83,12,1815,1.638,1108364,743682
4310,2024,84,12,871,1.532,568702,314424
4311,2024,85,12,1155,1.635,706343,441153
4312,2024,86,12,857,1.954,438688,245247
4313,2024,87,12,614,1.649,372438,222826
4314,2024,88,12,667,1.859,358700,215468
4315,2024,89,12,668,2.001,333896,198598
4316,2024,90,12,301,2.149,140082,73620
4317,2024,91,12,2058,1.554,1324546,587710
4318,2024,92,12,2261,1.372,1647435,824372
4319,2024,93,12,3197,1.901,1681725,705282
4320,2024,94,12,2214,1.560,1419531,662168
4321,2024,95,12,1924,1.514,1270845,529926
4322,2016,01,13,31,0.049,638425,308491
4323,2016,02,13,35,0.065,536136,264180
4324,2016,03,13,15,0.044,339384,206980
4325,2016,04,13,8,0.049,162565,126760
4326,2016,05,13,9,0.064,141107,134647
4327,2016,06,13,123,0.113,1083704,761857
4328,2016,07,13,19,0.058,325157,201264
4329,2016,08,13,17,0.062,275371,142010
4330,2016,09,13,2,0.013,153067,108589
4331,2016,10,13,41,0.133,308910,163064
4332,2016,11,13,42,0.114,368025,258453
4333,2016,12,13,7,0.025,278697,179901
4334,2016,13,13,772,0.382,2019717,1009576
4335,2016,14,13,35,0.050,693679,412038
4336,2016,15,13,2,0.014,145969,101070
4337,2016,16,13,17,0.048,353288,196145
4338,2016,17,13,47,0.073,642191,427696
4339,2016,18,13,28,0.091,307110,177873
4340,2016,19,13,9,0.037,241535,153380
4341,2016,21,13,25,0.047,533213,285326
4342,2016,22,13,18,0.030,598953,363788
4343,2016,23,13,3,0.025,119502,88330
4344,2016,24,13,14,0.034,414789,256942
4345,2016,25,13,82,0.152,538549,277578
4346,2016,26,13,52,0.102,508006,269062
4347,2016,27,13,34,0.056,602825,292969
4348,2016,28,13,18,0.041,433929,213849
4349,2016,29,13,66,0.073,908249,537671
4350,2016,2A,13,24,0.156,154303,116432
4351,2016,2B,13,16,0.091,176152,129422
4352,2016,30,13,76,0.102,742006,419029
4353,2016,31,13,175,0.130,1348183,703754
4354,2016,32,13,5,0.026,190664,109392
4355,2016,33,13,170,0.109,1566679,843050
4356,2016,34,13,194,0.171,1132481,707572
4357,2016,35,13,61,0.058,1051779,538258
4358,2016,36,13,2,0.009,223505,138229
4359,2016,37,13,42,0.069,606223,318933
4360,2016,38,13,218,0.174,1252912,639743
4361,2016,39,13,7,0.027,260517,148337
4362,2016,40,13,7,0.017,405010,252298
4363,2016,41,13,25,0.075,332769,182821
4364,2016,42,13,63,0.083,761997,394202
4365,2016,43,13,5,0.022,227339,142111
4366,2016,44,13,216,0.156,1380852,729714
4367,2016,45,13,66,0.098,674330,341549
4368,2016,46,13,2,0.012,173347,117328
4369,2016,47,13,16,0.048,332833,184194
4370,2016,48,13,1,0.013,76422,60395
4371,2016,49,13,49,0.060,810934,391283
4372,2016,50,13,15,0.030,498362,295248
4373,2016,51,13,63,0.110,570883,292095
4374,2016,52,13,6,0.034,178084,100722
4375,2016,53,13,8,0.026,307688,155625
4376,2016,54,13,44,0.060,733821,373165
4377,2016,55,13,7,0.037,189055,99550
4378,2016,56,13,23,0.031,747548,459455
4379,2016,57,13,87,0.083,1045271,510597
4380,2016,58,13,8,0.038,209161,141593
4381,2016,59,13,438,0.168,2603723,1205062
4382,2016,60,13,108,0.131,823542,369320
4383,2016,61,13,13,0.046,285308,164640
4384,2016,62,13,190,0.129,1470725,708207
4385,2016,63,13,43,0.066,650700,382695
4386,2016,64,13,26,0.039,673986,400053
4387,2016,65,13,9,0.040,227829,160809
4388,2016,66,13,54,0.114,474369,346847
4389,2016,67,13,86,0.077,1121407,546387
4390,2016,68,13,38,0.050,762743,373686
4391,2016,69,13,382,0.208,1835903,904462
4392,2016,70,13,13,0.055,237242,126631
4393,2016,71,13,27,0.049,555023,309191
4394,2016,72,13,42,0.074,567561,289447
4395,2016,73,13,37,0.086,429681,341648
4396,2016,74,13,54,0.067,801416,500698
4397,2016,75,13,834,0.381,2190327,1374377
4398,2016,76,13,103,0.082,1255755,634421
4399,2016,77,13,276,0.197,1397665,604627
4400,2016,78,13,137,0.096,1431808,629383
4401,2016,79,13,18,0.048,374743,192620
4402,2016,80,13,49,0.086,572744,297094
4403,2016,81,13,23,0.060,386448,209380
4404,2016,82,13,7,0.027,256897,130059
4405,2016,83,13,118,0.112,1055821,707520
4406,2016,84,13,60,0.107,559014,298637
4407,2016,85,13,16,0.024,670597,417192
4408,2016,86,13,15,0.034,436069,237993
4409,2016,87,13,26,0.069,374978,219170
4410,2016,88,13,13,0.035,369641,212925
4411,2016,89,13,28,0.082,340544,195822
4412,2016,90,13,11,0.076,144089,71929
4413,2016,91,13,245,0.190,1287330,550895
4414,2016,92,13,287,0.179,1603268,789809
4415,2016,93,13,724,0.451,1606660,662466
4416,2016,94,13,332,0.241,1378151,626297
4417,2016,95,13,328,0.268,1221923,497749
4418,2017,01,13,33,0.051,643350,313061
4419,2017,02,13,57,0.107,534490,265548
4420,2017,03,13,17,0.050,337988,207725
4421,2017,04,13,10,0.061,163915,127940
4422,2017,05,13,5,0.035,141284,135493
4423,2017,06,13,139,0.128,1083310,766748
4424,2017,07,13,15,0.046,325712,203015
4425,2017,08,13,7,0.026,273579,142452
4426,2017,09,13,2,0.013,153153,109392
4427,2017,10,13,18,0.058,310020,164453
4428,2017,11,13,32,0.086,370260,261180
4429,2017,12,13,8,0.029,279206,181053
4430,2017,13,13,765,0.378,2024162,1021226
4431,2017,14,13,37,0.053,694002,416115
4432,2017,15,13,4,0.028,145143,101363
4433,2017,16,13,11,0.031,352335,197059
4434,2017,17,13,33,0.051,644303,431948
4435,2017,18,13,15,0.049,304256,178580
4436,2017,19,13,3,0.012,241464,154124
4437,2017,21,13,39,0.073,533819,287831
4438,2017,22,13,23,0.038,598814,366683
4439,2017,23,13,3,0.025,118638,88506
4440,2017,24,13,14,0.034,413606,258732
4441,2017,25,13,57,0.106,539067,279578
4442,2017,26,13,54,0.106,511553,272494
4443,2017,27,13,40,0.066,601843,295109
4444,2017,28,13,28,0.065,433233,215350
4445,2017,29,13,54,0.059,909028,542677
4446,2017,2A,13,13,0.083,157249,118848
4447,2017,2B,13,21,0.118,177689,130820
4448,2017,30,13,87,0.117,744178,423840
4449,2017,31,13,185,0.136,1362672,715532
4450,2017,32,13,7,0.037,191091,110358
4451,2017,33,13,183,0.116,1583384,856616
4452,2017,34,13,234,0.204,1144892,718743
4453,2017,35,13,65,0.061,1060199,546440
4454,2017,36,13,4,0.018,222232,138634
4455,2017,37,13,51,0.084,606511,321881
